seed_idx,lut_seed,truth_seed,noise_seed,cost,subset,n_bands,parameter,rmse,r_squared,relative_rmse_pct
4,418503,829298,644971,sse,+ SWIR window ±100 nm,85,Ant,2.4579716774176164,0.2749203138668991,24.579716774176163
4,418503,829298,644971,sse,+ SWIR window ±100 nm,85,Cw,0.0037162606226268462,0.9280839431330109,7.742209630472597
4,418503,829298,644971,sse,+ SWIR window ±100 nm,85,Cm,0.0024067267430344513,0.7853334132698446,13.370704127969173
4,418503,829298,644971,sse,+ SWIR window ±100 nm,85,LAI,1.0923528496554662,0.526872553862724,19.86096090282666
4,418503,829298,644971,sse,+ SWIR window ±150 nm,125,N,0.3267259827432139,0.43030830652897833,21.781732182880926
4,418503,829298,644971,sse,+ SWIR window ±150 nm,125,Cab,8.493243115821281,0.8647856036003269,10.616553894776601
4,418503,829298,644971,sse,+ SWIR window ±150 nm,125,Car,8.022417303313008,-0.9314394581959504,40.11208651656504
4,418503,829298,644971,sse,+ SWIR window ±150 nm,125,Ant,2.664489240704004,0.14796010295322315,26.64489240704004
4,418503,829298,644971,sse,+ SWIR window ±150 nm,125,Cw,0.003811004086147425,0.9243703015504624,7.939591846140468
4,418503,829298,644971,sse,+ SWIR window ±150 nm,125,Cm,0.002048494164368296,0.8444821134911109,11.380523135379422
4,418503,829298,644971,sse,+ SWIR window ±150 nm,125,LAI,1.0248231347814474,0.5835622495066717,18.633147905117223
4,418503,829298,644971,sse,Full hyperspectral (valid bands),366,N,0.3380888422144319,0.38999384417284944,22.539256147628794
4,418503,829298,644971,sse,Full hyperspectral (valid bands),366,Cab,6.597663614592511,0.9184063877478662,8.24707951824064
4,418503,829298,644971,sse,Full hyperspectral (valid bands),366,Car,6.230270364105384,-0.16488858173175647,31.15135182052692
4,418503,829298,644971,sse,Full hyperspectral (valid bands),366,Ant,2.320667026789794,0.35366503207285716,23.20667026789794
4,418503,829298,644971,sse,Full hyperspectral (valid bands),366,Cw,0.004230157019297271,0.9068191824674218,8.812827123535982
4,418503,829298,644971,sse,Full hyperspectral (valid bands),366,Cm,0.002243768046357795,0.8134192643037272,12.465378035321082
4,418503,829298,644971,sse,Full hyperspectral (valid bands),366,LAI,0.9782948153922165,0.6205174990323619,17.787178461676664
